hindi,english,freq
विरोधी,anti,4644
भविष्य,future,4642
अड्डा,hangout,4641
शुद्ध,pure,4640
विवरण,description,4638
केन्द्रीय,central,4638
मोबाइल,mobile,4637
समझा,understood,4636
बाहरी,external,4631
देवता,god,4621
सिटी,city,4620
सिद्धान्त,theory,4613
हालाँकि,however,4604
संग्रहालय,archive,4590
विवाद,controversy,4589
कराया,got it done,4588
मार,kill,4583
वीडियो,video,4579
हे,hey,4569
राशि,amount,4568
प्रभावी,effective,4564
सेवाओं,services,4550
यौगिक,compound,4549
सम्पूर्ण,complete,4545
प्रतियोगिता,competition,4540
खाद्य,food,4540
सम्बंधित,related,4540
गुप्त,secret,4540
संधि,treaty,4540
मतलब,meaning,4533
कोशिकाओं,cells,4529
पुराना,old,4528
केंद्रीय,central,4524
रख,keep,4520
मस्तिष्क,brain,4517
किस,what,4512
शांति,calmness,4512
शो,show,4507
उप,deputy,4506
सुंदर,beautiful,4505
कनाडा,canada,4504
निकल,out,4497
छोड़कर,leaving,4491
अति,extreme,4487
अमरीका,america,4478
सर,sir,4478
अन्तर,difference,4475
अरबी,arabic,4474
कोशिका,cell,4470
चर्चा,discussion,4467
कार,car,4465
बैंड,band,4463
कारणों,reasons,4459
महाभारत,mahabharata,4458
अंक,score,4457
पेश,present,4453
नये,new,4453
मेट्रो,metro,4451
सिर,head,4447
समझ,understanding,4444
क्षेत्रीय,regional,4444
राजवंश,dynasty,4444
संचार,communications,4436
रिकॉर्ड,record,4434
कठिन,difficult,4432
जम्मू,jammu,4427
परिसर,premises,4422
पैमाने,measures,4421
तत्वों,elements,4421
मानकर,by assuming,4420
महत्त्वपूर्ण,important,4410
खेलों,games,4404
कर्नाटक,karnataka,4399
अच्छे,good,4399
द्वार,door,4390
प्रसार,spread,4389
विशेषता,speciality,4387
जान,life,4384
समारोह,celebration,4381
पर्यटन,tourism,4366
बोर्ड,board,4364
चुना,chosen,4358
उपाधि,title,4358
जेल,jail,4353
ऊंचाई,height,4350
हजार,thousand,4348
राजनैतिक,political,4347
परिभाषित,defined,4345
उपरोक्त,above,4344
ग्रंथों,texts,4343
प्राप्ति,receipt,4338
शक्तिशाली,powerful,4334
आम्बेडकर,ambedkar,4334
मूर्ति,statue,4333
महासागर,ocean,4327
नियमों,rules,4325
सौ,hundred,4322
दिवस,day,4321
संक्रमण,infection,4310
हिमालय,himalaya,4305
उपस्थिति,appearance,4304
वार्षिक,annual,4303
इच्छा,desire,4300
जीवों,organisms,4299
समस्याओं,problems,4290
संपूर्ण,complete,4285
सप्ताह,week,4284
अधिकारियों,officials,4280
बनाये,make,4275
फुट,foot,4272
डाला,inserted,4266
आत्मा,soul,4264
करेगा,will,4264
तल,floor,4263
स्थायी,permanent,4258
याद,memory,4254
कलाकार,artist,4249
सन्दर्भ,references,4248
सितम्बर,september,4244
गणित,mathematic,4240
बढ़ती,increasing,4222
गतिविधियों,activities,4221
पशु,animal,4211
चलने,walking,4209
शाही,royal,4202
हमला,assault,4199
रस,juice,4195
कैसे,how,4193
देकर,by giving,4193
कानपुर,kanpur,4191
मुझे,me,4189
वाराणसी,varanasi,4189
मुद्रा,currency,4184
अन्दर,inside,4184
फलस्वरूप,consequently,4180
आदर्श,ideal,4178
जाकर,going,4175
खेती,farming,4172
साधन,resource,4172
आंतरिक,internal,4172
वेब,web,4169
ध्वनि,sound,4157
ज़िले,districts,4150
आयोग,commission,4149
आसानी,ease,4145
स्थिर,steady,4143
समर्पित,dedicated,4142
व्यावसायिक,commercial,4139
धारण,holding,4136
नदियों,rivers,4135
प्रत्यक्ष,direct,4124
रूसी,russian,4124
अंततः,ultimately,4123
फैला,spread,4122
हृदय,heart,4120
उद्यान,garden,4119
आपको,to you,4115
वैश्विक,global,4115
कैलेंडर,calendar,4109
बनता,becoming,4109
गर्म,warm,4109
दौर,round,4107
मस्जिद,mosque,4103
प्रवाह,flow,4093
महाराज,maharaj,4092
प्रतीत,seem,4090
प्यार,love,4090
सर्वप्रथम,first of all,4087
कंपनियों,companies,4086
ब्लैक,black,4075
रोगी,patient,4072
मानसिक,mental,4067
आकर,come,4063
चैनल,channel,4062
पड़ती,falls,4051
देवताओं,gods,4049
तुर्की,türkiye,4047
पसंद,like,4047
जिनकी,whose,4045
प्रसारण,broadcast,4044
बिक्री,sale,4043
अपराध,crime,4030
तभी,only then,4026
कर्म,deed,4025
चरित्र,character,4025
तीनों,all three,4019
जन,people,4017
जातियों,castes,4016
मिलाकर,by mixing,4014
बीमारी,disease,4012
मजबूत,strong,4005
पति,husband,4004
आन्दोलन,movement,4001
संपत्ति,property,3999
इटली,italy,3993
पहुंच,reach,3985
सिनेमा,cinema,3981
दिसंबर,december,3977
यहीं,right here,3974
राजाओं,kings,3972
अनिवार्य,mandatory,3966
अंश,part,3965
मिश्रण,mixture,3963
उपयोगी,useful,3962
सैनिकों,soldiers,3962
साबित,proved,3961
यू,you,3960
मानी,agreed,3959
भौतिकी,physics,3952
प्रारम्भ,start,3949
पात्र,character,3948
इतनी,so much,3947
भुगतान,payment,3940
छात्र,student,3939
कल्पना,imagination,3934
जटिल,complex,3933
भेद,distinction,3932
नेहरू,nehru,3925
पुराण,puranas,3920
लकड़ी,wood,3906
मनाया,celebrated,3905
दूध,milk,3902
शीर्षक,topic,3900
लाया,brought,3899
तीसरी,third,3898
प्रश्न,question,3896
भौगोलिक,geographical,3896
ईरान,iran,3895
लिखित,written,3891
यूनाइटेड,united,3889
मंडल,board,3889
लंबाई,length,3885
ला,la,3885
आय,income,3884
जयपुर,jaipur,3883
अपेक्षाकृत,relatively,3882
जरूरत,need,3879
बिंदु,point,3876
नेशनल,national,3876
लग,sound,3872
विदेश,foreign,3870
उपकरणों,devices,3870
जमीन,land,3865
बिजली,electricity,3861
मित्र,friends,3860
रखना,keep,3858
तेज,quick,3856
भार,burden,3855
पुरुषों,men,3855
चूंकि,since,3854
जे,j,3853
रूपों,forms,3851
अभाव,lack,3850
लेना,take,3840
लाइन,line,3831
साहित्यिक,literary,3824
तय,fixed,3822
स्वर्ण,gold,3822
ठोस,solid,3821
हार,garland,3820
आकर्षित,attracted,3819
बनाते,making,3818
वैसे,by the way,3818
ऊँचाई,height,3817
लघु,short,3813
करे,do,3809
निर्देशक,director,3803
जेम्स,james,3797
छात्रों,students,3790
चयन,selection,3785
गुणों,qualities,3783
निवासी,resident,3777
चली,went,3774
सत्र,session,3773
परिवहन,transportation,3772
दर्ज,entered,3770
वीर,daring,3756
संदर्भ,reference,3754
बदलाव,shift,3754
सूक्ष्म,micro,3748
